1,2017,Accor Austria Invest GmbH Novotel Suites Wien City Donau,570ee5d2-cdf5-46e6-91d1-7127cb8435f8,1
1,2018,032c System GmbH,e8403a54-33ee-4503-83b5-bccac6c58c93,78
1,2018,AKAVIO GMBH,570ee5d2-cdf5-46e6-91d1-7127cb8435f8,25
1,2018,Aux Bulles GmbH,570ee5d2-cdf5-46e6-91d1-7127cb8435f8,11
1,2018,Backendweb UG (haftungsbeschränkt),e8403a54-33ee-4503-83b5-bccac6c58c93,4
1,2018,Barefoot Living GmbH,e8403a54-33ee-4503-83b5-bccac6c58c93,44
1,2018,Boospray,570ee5d2-cdf5-46e6-91d1-7127cb8435f8,6
1,2018,cannhelp GmbH,570ee5d2-cdf5-46e6-91d1-7127cb8435f8,2
1,2018,Conus GmbH.,570ee5d2-cdf5-46e6-91d1-7127cb8435f8,1
1,2018,Elmas Home | Blue Oak Internet UG (haftungsbeschränkt),e8403a54-33ee-4503-83b5-bccac6c58c93,3
1,2018,Fairway 2 Hotel e.U.,570ee5d2-cdf5-46e6-91d1-7127cb8435f8,7
1,2018,fullstackoptimization,570ee5d2-cdf5-46e6-91d1-7127cb8435f8,14
1,2018,Gaia Garten,570ee5d2-cdf5-46e6-91d1-7127cb8435f8,1
1,2018,Generation Yes,e8403a54-33ee-4503-83b5-bccac6c58c93,42
1,2018,Generation Yes Onlinehandel GmbH,570ee5d2-cdf5-46e6-91d1-7127cb8435f8,3
1,2018,Hg5,570ee5d2-cdf5-46e6-91d1-7127cb8435f8,1
1,2018,Hummingbird Breakfast GmbH,e8403a54-33ee-4503-83b5-bccac6c58c93,67
1,2018,IBO Innenraumanalytik OG,570ee5d2-cdf5-46e6-91d1-7127cb8435f8,3
1,2018,ICUserver GmbH,570ee5d2-cdf5-46e6-91d1-7127cb8435f8,29
1,2018,Ivellio-Vellin Professionelle IT-Lösungen e.U.,570ee5d2-cdf5-46e6-91d1-7127cb8435f8,1
1,2018,Johann König GmbH,e8403a54-33ee-4503-83b5-bccac6c58c93,2
1,2018,Kamarg GmbH,570ee5d2-cdf5-46e6-91d1-7127cb8435f8,4
1,2018,Karmat Music GmbH,e8403a54-33ee-4503-83b5-bccac6c58c93,18
1,2018,Kukla Lifestyle GmbH,570ee5d2-cdf5-46e6-91d1-7127cb8435f8,122
1,2018,LIVE Lasersystems,570ee5d2-cdf5-46e6-91d1-7127cb8435f8,1
1,2018,Logobox24 GmbH,570ee5d2-cdf5-46e6-91d1-7127cb8435f8,2
1,2018,Love Arctic Oy,e8403a54-33ee-4503-83b5-bccac6c58c93,4
1,2018,Love stories intimates,e8403a54-33ee-4503-83b5-bccac6c58c93,2
1,2018,Lu Interior Berlin,e8403a54-33ee-4503-83b5-bccac6c58c93,5
1,2018,Magu-CBD,570ee5d2-cdf5-46e6-91d1-7127cb8435f8,63
1,2018,MAJAVIA OG,570ee5d2-cdf5-46e6-91d1-7127cb8435f8,13
1,2018,Martin Jacobs + Jens Biegemeier GbR,e8403a54-33ee-4503-83b5-bccac6c58c93,23
1,2018,Matilicious GmbH,e8403a54-33ee-4503-83b5-bccac6c58c93,2
1,2018,Mjam GmbH,570ee5d2-cdf5-46e6-91d1-7127cb8435f8,9
1,2018,Neuro Socks GmbH,570ee5d2-cdf5-46e6-91d1-7127cb8435f8,31
1,2018,onalgo GmbH,e8403a54-33ee-4503-83b5-bccac6c58c93,14
1,2018,Papiertaschenwelt e.U.,570ee5d2-cdf5-46e6-91d1-7127cb8435f8,1
1,2018,Rogers Data GmbH,570ee5d2-cdf5-46e6-91d1-7127cb8435f8,3
1,2018,Saturo Foods GmbH,570ee5d2-cdf5-46e6-91d1-7127cb8435f8,17
1,2018,Smart Drunk by Real Organics UG​,e8403a54-33ee-4503-83b5-bccac6c58c93,17
1,2018,sober care GmbH,e8403a54-33ee-4503-83b5-bccac6c58c93,8
1,2018,Studio TR,e8403a54-33ee-4503-83b5-bccac6c58c93,3
1,2018,talmo - Anastasiadi und Blezinger GbR,e8403a54-33ee-4503-83b5-bccac6c58c93,1
1,2018,Uhrwerk Berlin,e8403a54-33ee-4503-83b5-bccac6c58c93,3
1,2018,Urban Technology GmbH,e8403a54-33ee-4503-83b5-bccac6c58c93,10
1,2018,VOLTA VIENNA,570ee5d2-cdf5-46e6-91d1-7127cb8435f8,3
1,2018,Waterdrop Microdrink GmbH,570ee5d2-cdf5-46e6-91d1-7127cb8435f8,42
1,2018,wiederverkaufen.at gmbh,570ee5d2-cdf5-46e6-91d1-7127cb8435f8,2
1,2018,Your Superfoods GmbH,e8403a54-33ee-4503-83b5-bccac6c58c93,144
1,2018,Zeus Soda,570ee5d2-cdf5-46e6-91d1-7127cb8435f8,19
1,2018,ZOLL Medical Österreich,570ee5d2-cdf5-46e6-91d1-7127cb8435f8,1
1,2019,A3B Clothing UG ,e8403a54-33ee-4503-83b5-bccac6c58c93,37
1,2019,Abiotec Pharma GmbH,660c2a33-8ecc-4659-9494-ca9f0e32f0c5,233
1,2019,Action Import Export LTD,310d2ebf-bac6-4992-8a9b-59fd823919cb,60
1,2019,AKAVIO GMBH,570ee5d2-cdf5-46e6-91d1-7127cb8435f8,9
1,2019,Alcancepuzzle Lda,22357ad7-d0cb-421a-bebe-af2dab3e6ae4,1
1,2019,ALK e-com A/S (klarify.me),e8403a54-33ee-4503-83b5-bccac6c58c93,349
1,2019,Anna Ender,570ee5d2-cdf5-46e6-91d1-7127cb8435f8,6
1,2019,Aquarium West GmbH,e8403a54-33ee-4503-83b5-bccac6c58c93,9
1,2019,Aquarium West GmbH,f2aea93b-b31b-4a24-8cbe-64609fd96394,3
1,2019,Aux Bulles GmbH,570ee5d2-cdf5-46e6-91d1-7127cb8435f8,40
1,2019,Babytraum24,f2aea93b-b31b-4a24-8cbe-64609fd96394,21
1,2019,Bahidora GmbH,f2aea93b-b31b-4a24-8cbe-64609fd96394,19
1,2019,Balkan Express Handels GmbH,5053f80a-517d-4a7b-a61b-5b3f7cce5209,1
1,2019,Beyond Beauty Club GmbH,fae556d2-708a-4a5d-a67b-ff2d45ea7ca8,7
1,2019,Bloooming Nature GmbH,fae556d2-708a-4a5d-a67b-ff2d45ea7ca8,23
1,2019,BOLD Firewear,22357ad7-d0cb-421a-bebe-af2dab3e6ae4,6
1,2019,Boospray,22357ad7-d0cb-421a-bebe-af2dab3e6ae4,33
1,2019,byrd technologies GmbH,e8403a54-33ee-4503-83b5-bccac6c58c93,1
1,2019,cannhelp GmbH,22357ad7-d0cb-421a-bebe-af2dab3e6ae4,13
1,2019,Circle Products GmbH,e8403a54-33ee-4503-83b5-bccac6c58c93,661
1,2019,DNDC GmbH,fae556d2-708a-4a5d-a67b-ff2d45ea7ca8,2
1,2019,EVIA GmbH,22357ad7-d0cb-421a-bebe-af2dab3e6ae4,75
1,2019,Fairway 2 Hotel e.U.,22357ad7-d0cb-421a-bebe-af2dab3e6ae4,15
1,2019,Fairway 2 Hotel e.U.,570ee5d2-cdf5-46e6-91d1-7127cb8435f8,15
1,2019,FATEEVA Studio GmbH,22357ad7-d0cb-421a-bebe-af2dab3e6ae4,2
1,2019,FATEEVA Studio GmbH,570ee5d2-cdf5-46e6-91d1-7127cb8435f8,1
1,2019,Friora UG (haftungsbeschränkt),660c2a33-8ecc-4659-9494-ca9f0e32f0c5,5
1,2019,fullstackoptimization,22357ad7-d0cb-421a-bebe-af2dab3e6ae4,1
1,2019,FUTKAP,fae556d2-708a-4a5d-a67b-ff2d45ea7ca8,1
1,2019,Golovo Baltic OÜ,fae556d2-708a-4a5d-a67b-ff2d45ea7ca8,2
1,2019,GUYA,310d2ebf-bac6-4992-8a9b-59fd823919cb,14
1,2019,Gynial GmbH,22357ad7-d0cb-421a-bebe-af2dab3e6ae4,2
1,2019,HAUTLIEBE,f2aea93b-b31b-4a24-8cbe-64609fd96394,20
1,2019,Helloklean e.K.,f2aea93b-b31b-4a24-8cbe-64609fd96394,11
1,2019,Herr,f2aea93b-b31b-4a24-8cbe-64609fd96394,4
1,2019,HighSeas / HT Commerce GmbH,f2aea93b-b31b-4a24-8cbe-64609fd96394,1
1,2019,Honigmayr Handelsgesellschaft mbH,22357ad7-d0cb-421a-bebe-af2dab3e6ae4,8
1,2019,Hummer & Engelhardt GbR,f2aea93b-b31b-4a24-8cbe-64609fd96394,7
1,2019,Hummingbird Breakfast GmbH,310d2ebf-bac6-4992-8a9b-59fd823919cb,83
1,2019,ICE AESTHETIC GmbH,f2aea93b-b31b-4a24-8cbe-64609fd96394,6
1,2019,INDIKO OG AT,22357ad7-d0cb-421a-bebe-af2dab3e6ae4,12
1,2019,INDIKO OG DE,310d2ebf-bac6-4992-8a9b-59fd823919cb,10
1,2019,Irish Pure GmbH,fae556d2-708a-4a5d-a67b-ff2d45ea7ca8,74
1,2019,Kamarg GmbH,22357ad7-d0cb-421a-bebe-af2dab3e6ae4,1
1,2019,Kamarg GmbH,570ee5d2-cdf5-46e6-91d1-7127cb8435f8,4
1,2019,Kampfhummel Spiele GmbH,22357ad7-d0cb-421a-bebe-af2dab3e6ae4,1
1,2019,kaputt.de GmbH,e8403a54-33ee-4503-83b5-bccac6c58c93,15
1,2019,Karmat Music GmbH,310d2ebf-bac6-4992-8a9b-59fd823919cb,13
1,2019,K&K Natural Superfoods GmbH,f2aea93b-b31b-4a24-8cbe-64609fd96394,1
1,2019,KNETÄ®,f2aea93b-b31b-4a24-8cbe-64609fd96394,6
1,2019,Kolonne Null GmbH,f2aea93b-b31b-4a24-8cbe-64609fd96394,33
1,2019,Kukla Lifestyle GmbH,22357ad7-d0cb-421a-bebe-af2dab3e6ae4,57
1,2019,Kukla Lifestyle GmbH,570ee5d2-cdf5-46e6-91d1-7127cb8435f8,48
1,2019,lockenkopf GmbH,f2aea93b-b31b-4a24-8cbe-64609fd96394,7
1,2019,Lucid Moons GmbH,f2aea93b-b31b-4a24-8cbe-64609fd96394,1
1,2019,Lu Interior Berlin,e8403a54-33ee-4503-83b5-bccac6c58c93,3
1,2019,Macchiarte Kaffeevertrieb GmbH,570ee5d2-cdf5-46e6-91d1-7127cb8435f8,1
1,2019,MAJAVIA OG,570ee5d2-cdf5-46e6-91d1-7127cb8435f8,4
1,2019,Maraña – Appelt & Große Halbuer GbR,f2aea93b-b31b-4a24-8cbe-64609fd96394,9
1,2019,Martin Jacobs + Jens Biegemeier GbR,310d2ebf-bac6-4992-8a9b-59fd823919cb,17
1,2019,Matilicious GmbH,f2aea93b-b31b-4a24-8cbe-64609fd96394,6
1,2019,Mirna Funk,310d2ebf-bac6-4992-8a9b-59fd823919cb,1
1,2019,Mjam GmbH,22357ad7-d0cb-421a-bebe-af2dab3e6ae4,9
1,2019,Mjam GmbH,570ee5d2-cdf5-46e6-91d1-7127cb8435f8,4
1,2019,MUNE GbR (MyHaly),fae556d2-708a-4a5d-a67b-ff2d45ea7ca8,17
1,2019,NEEO,e8403a54-33ee-4503-83b5-bccac6c58c93,1
1,2019,Neuro Socks GmbH,22357ad7-d0cb-421a-bebe-af2dab3e6ae4,240
1,2019,Neuro Socks GmbH,570ee5d2-cdf5-46e6-91d1-7127cb8435f8,46
1,2019,Niklas Huetzen,f2aea93b-b31b-4a24-8cbe-64609fd96394,1
1,2019,Papiertaschenwelt e.U.,570ee5d2-cdf5-46e6-91d1-7127cb8435f8,1
1,2019,Passion for Brands GmbH,660c2a33-8ecc-4659-9494-ca9f0e32f0c5,15
1,2019,Phytolife Nutrition GmbH,fae556d2-708a-4a5d-a67b-ff2d45ea7ca8,2
1,2019,Pro Natural Health GmbH,660c2a33-8ecc-4659-9494-ca9f0e32f0c5,10
1,2019,Proton AG,fae556d2-708a-4a5d-a67b-ff2d45ea7ca8,42
1,2019,Rogers Data GmbH,22357ad7-d0cb-421a-bebe-af2dab3e6ae4,3
1,2019,Rookie Berlin GmbH,310d2ebf-bac6-4992-8a9b-59fd823919cb,92
1,2019,Sascha Rauter,f2aea93b-b31b-4a24-8cbe-64609fd96394,1
1,2019,Seb's Cabinet (Noble Liquors UG (haftungsbeschränkt)),e8403a54-33ee-4503-83b5-bccac6c58c93,2
1,2019,ShaktiMat GmbH,e8403a54-33ee-4503-83b5-bccac6c58c93,305
1,2019,ShaktiMat GmbH,f2aea93b-b31b-4a24-8cbe-64609fd96394,2
1,2019,Sixfab GmbH,660c2a33-8ecc-4659-9494-ca9f0e32f0c5,2
1,2019,sober care GmbH,310d2ebf-bac6-4992-8a9b-59fd823919cb,71
1,2019,sober care GmbH,f2aea93b-b31b-4a24-8cbe-64609fd96394,4
1,2019,Swiss Incorporate Consulting AG,fae556d2-708a-4a5d-a67b-ff2d45ea7ca8,2
1,2019,talmo - Anastasiadi und Blezinger GbR,e8403a54-33ee-4503-83b5-bccac6c58c93,4
1,2019,T-Bô c/o ComOn Enterprise GmbH,f2aea93b-b31b-4a24-8cbe-64609fd96394,19
1,2019,The New Rose,310d2ebf-bac6-4992-8a9b-59fd823919cb,29
1,2019,The Skin Deep - DE,f2aea93b-b31b-4a24-8cbe-64609fd96394,33
1,2019,THOR GmbH,660c2a33-8ecc-4659-9494-ca9f0e32f0c5,19
1,2019,Tubolito GmbH,22357ad7-d0cb-421a-bebe-af2dab3e6ae4,30
1,2019,twoplus GbR Ifran & Horvath,f2aea93b-b31b-4a24-8cbe-64609fd96394,1
1,2019,VISIOLAN,310d2ebf-bac6-4992-8a9b-59fd823919cb,12
1,2019,WeeDo funwear GmbH,fae556d2-708a-4a5d-a67b-ff2d45ea7ca8,10
1,2019,Willpower,f2aea93b-b31b-4a24-8cbe-64609fd96394,32
1,2019,www.nutrikontor.de,f2aea93b-b31b-4a24-8cbe-64609fd96394,4
1,2019,Your Superfoods GmbH,e8403a54-33ee-4503-83b5-bccac6c58c93,455
1,2019,Your Superfoods GmbH,fae556d2-708a-4a5d-a67b-ff2d45ea7ca8,1193
1,2019,Zeus Soda,22357ad7-d0cb-421a-bebe-af2dab3e6ae4,69
1,2019,ZOLL Medical Österreich,570ee5d2-cdf5-46e6-91d1-7127cb8435f8,4
1,2020,Abiotec Pharma GmbH,660c2a33-8ecc-4659-9494-ca9f0e32f0c5,476
1,2020,Aquarium West GmbH,f2aea93b-b31b-4a24-8cbe-64609fd96394,3
1,2020,ATWA GmbH,fae556d2-708a-4a5d-a67b-ff2d45ea7ca8,29
1,2020,Babytraum24,f2aea93b-b31b-4a24-8cbe-64609fd96394,33
1,2020,Beyond Beauty Club GmbH,fae556d2-708a-4a5d-a67b-ff2d45ea7ca8,7
1,2020,BOLD Firewear,22357ad7-d0cb-421a-bebe-af2dab3e6ae4,1
1,2020,Boospray,22357ad7-d0cb-421a-bebe-af2dab3e6ae4,2
1,2020,Brutkasten Media GmbH,22357ad7-d0cb-421a-bebe-af2dab3e6ae4,4
1,2020,EVIA GmbH,22357ad7-d0cb-421a-bebe-af2dab3e6ae4,97
1,2020,Fairway 2 Hotel e.U.,22357ad7-d0cb-421a-bebe-af2dab3e6ae4,5
1,2020,Friora UG (haftungsbeschränkt),660c2a33-8ecc-4659-9494-ca9f0e32f0c5,14
1,2020,Golovo Baltic OÜ,fae556d2-708a-4a5d-a67b-ff2d45ea7ca8,2
1,2020,Gynial GmbH,22357ad7-d0cb-421a-bebe-af2dab3e6ae4,7
1,2020,HAUTLIEBE,f2aea93b-b31b-4a24-8cbe-64609fd96394,36
1,2020,Health & Lifestyle Spindler,f2aea93b-b31b-4a24-8cbe-64609fd96394,2
1,2020,Helloklean e.K.,f2aea93b-b31b-4a24-8cbe-64609fd96394,19
1,2020,Honigmayr Handelsgesellschaft mbH,22357ad7-d0cb-421a-bebe-af2dab3e6ae4,3
1,2020,Hummer & Engelhardt GbR,f2aea93b-b31b-4a24-8cbe-64609fd96394,1
1,2020,ICE AESTHETIC GmbH,f2aea93b-b31b-4a24-8cbe-64609fd96394,15
1,2020,Irish Pure GmbH,fae556d2-708a-4a5d-a67b-ff2d45ea7ca8,82
1,2020,Karmat Music GmbH,f2aea93b-b31b-4a24-8cbe-64609fd96394,10
1,2020,K&K Natural Superfoods GmbH,f2aea93b-b31b-4a24-8cbe-64609fd96394,1
1,2020,Kolonne Null GmbH,f2aea93b-b31b-4a24-8cbe-64609fd96394,17
1,2020,komoot GmbH,f2aea93b-b31b-4a24-8cbe-64609fd96394,2
1,2020,Kukla Lifestyle GmbH,22357ad7-d0cb-421a-bebe-af2dab3e6ae4,20
1,2020,lockenkopf GmbH,f2aea93b-b31b-4a24-8cbe-64609fd96394,4
1,2020,Lucid Moons GmbH,f2aea93b-b31b-4a24-8cbe-64609fd96394,4
1,2020,Maraña – Appelt & Große Halbuer GbR,f2aea93b-b31b-4a24-8cbe-64609fd96394,12
1,2020,mart-design Medienagentur GmbH,f2aea93b-b31b-4a24-8cbe-64609fd96394,1
1,2020,Mjam GmbH,22357ad7-d0cb-421a-bebe-af2dab3e6ae4,17
1,2020,MUNE GbR (MyHaly),fae556d2-708a-4a5d-a67b-ff2d45ea7ca8,42
1,2020,Neuro Socks GmbH,22357ad7-d0cb-421a-bebe-af2dab3e6ae4,142
1,2020,Niklas Huetzen,f2aea93b-b31b-4a24-8cbe-64609fd96394,1
1,2020,Passion for Brands GmbH,660c2a33-8ecc-4659-9494-ca9f0e32f0c5,13
1,2020,Phytolife Nutrition GmbH,fae556d2-708a-4a5d-a67b-ff2d45ea7ca8,2
1,2020,Pro Natural Health GmbH,660c2a33-8ecc-4659-9494-ca9f0e32f0c5,6
